num_a100,num_h100,num_h200,ttff_s,tbf_s,cost,num_a100_config,num_h100_config,num_h200_config
40,0,160,41.86893146894344,0.014433288709559988,47.845456261396784,40,0,160
40,0,256,41.78411464504407,0.009672594904362217,54.43766281806876,40,0,256
40,0,512,39.760281233804484,0.00628058337204557,77.07748500581427,40,0,512
40,0,768,39.73222345192709,0.00514707391313734,100.65643628425367,40,0,768
40,0,1024,34.92757724927083,0.00524551017379386,129.58405405014224,40,0,1024
40,0,1536,34.434540230091,0.004759093622771741,180.75160810761463,40,0,1536
65,0,8,2621.463904335537,0.23133102660218546,92.44706554358453,64,0,8
64,0,16,1040.7584312741626,0.11630792075905474,61.98420740369059,64,0,16
64,0,32,313.7704117547149,0.06336775928093663,51.65848727786655,64,0,32
64,0,40,126.65470476745293,0.049730060715358966,47.89461898533922,64,0,40
64,0,64,44.32635053882253,0.03233400087196941,45.888877810433144,64,0,64
64,0,80,42.03113637183622,0.027493628328025745,47.29069128124901,64,0,80
64,0,96,41.82887156045621,0.021069235063882443,43.531572393124144,64,0,96
64,0,108,41.79402433823398,0.018633561049471472,43.31481769184549,64,0,108
64,0,128,41.751387736926795,0.015625047589015607,43.30254500728322,64,0,128
64,0,160,41.70460505102224,0.01237229859468165,43.681396184320576,64,0,160
64,0,256,41.619788227122875,0.007611604789483882,46.60649878403927,64,0,256
64,0,512,39.595954815883296,0.004219593257167232,60.36504904917161,64,0,512
64,0,768,39.5678970340059,0.0030860837982590026,75.29800303007707,64,0,768
64,0,1024,34.763250831349644,0.003184520058915522,95.66612020730678,64,0,1024
64,0,1536,34.270213812169814,0.0026981035078934034,129.71282932989917,64,0,1536
81,0,8,2603.906300845971,0.23023989591453578,107.17956550302232,80,0,8
80,0,16,1030.337578072205,0.11559692979098285,69.34369165400445,80,0,16
80,0,32,305.46227535638866,0.0627657204114927,55.494776787398216,80,0,32
80,0,40,118.77796202916409,0.04915928225606268,50.793642650060924,80,0,40
80,0,64,42.69887127992433,0.031990510135741945,47.58293662981962,80,0,64
80,0,80,41.99432521332719,0.02703348884666285,48.53795912628165,80,0,80
80,0,96,41.791898116423944,0.020605512288034818,44.23289104063283,80,0,96
80,0,108,41.75705089420172,0.01816983827362385,43.767035977784616,80,0,108
80,0,128,41.71441429289453,0.015161324813167985,43.40823953525806,80,0,128
80,0,160,41.66763160698998,0.011908575818834024,43.33459567581434,80,0,160
80,0,256,41.58281478309061,0.007147882013636256,45.22854871316363,80,0,256
80,0,512,39.55898137185103,0.003755870481319605,56.835814787041365,80,0,512
80,0,768,39.53092358997364,0.0026223610224113767,69.77433432674505,80,0,768
80,0,1024,34.72627738731738,0.002720797283067896,88.20568153535639,80,0,1024
80,0,1536,34.23324036813755,0.0022343807320457775,118.3776215490038,80,0,1536
97,0,8,2580.6911670579266,0.22854631924660407,121.5289083413383,96,0,8
96,0,16,1023.1053112482821,0.11518879451388699,76.75484671858544,96,0,16
96,0,32,299.53879438447143,0.06245242468889,59.40953993134775,96,0,32
